,R_fighter,B_fighter,R_KD,B_KD,R_SIG_STR_pct,B_SIG_STR_pct,R_TOTAL_STR.,B_TOTAL_STR.,R_TD_pct,B_TD_pct,R_SUB_ATT,B_SUB_ATT,R_PASS,B_PASS,R_REV,B_REV,R_HEAD,B_HEAD,R_BODY,B_BODY,R_LEG,B_LEG,R_CLINCH,B_CLINCH,R_GROUND,B_GROUND,win_by,Format,Referee,date,location,Fight_type,Winner,Red_Fighter_Height,Red_Fighter_Weight,Red_Fighter_Reach,Red_Fighter_Stance,Blue_Fighter_Height,Blue_Fighter_Weight,Blue_Fighter_Reach,Blue_Fighter_Stance,Red_Fighter_Age,Blue_Fighter_Age,Blue_wins,Red_wins,Blue_losses,Red_losses,win_by_,Win_Model,R_fighter_,B_fighter_,Referee_,location_,Fight_type_,Format_,Winner_Code
1073,Alex Oliveira,Tim Means,0,0,0.5,0.75,0.58,0.83,0.54,0.0,1,0,1,1,0,0,0.35,0.73,1.0,1.0,0.83,0.0,0.75,1.0,0.44,0.8,Submission,3 Rnd (5-5-5),John McCarthy,2017-03-11,"Fortaleza, Ceara, Brazil",Welterweight Bout,Alex Oliveira,180.34,77.11,193.04,2,187.96,77.11,190.5,2,29,33,8,5,5,3,4,0,36,1621,85,54,106,13,36
1074,Francisco Trinaldo,Kevin Lee,0,0,0.42,0.34,0.46,0.44,0.0,0.12,1,1,0,3,0,0,0.37,0.25,0.86,0.86,0.0,0.0,0.83,1.0,0.83,0.0,Submission,3 Rnd (5-5-5),Mario Yamasaki,2017-03-11,"Fortaleza, Ceara, Brazil",Lightweight Bout,Kevin Lee,175.26,70.31,177.8,4,175.26,77.11,195.58,2,38,24,7,11,2,3,4,1,409,969,121,54,6,13,683
1075,Sergio Moraes,Davi Ramos,0,0,0.41,0.28,0.42,0.29,0.0,0.0,0,0,0,0,0,0,0.34,0.22,0.65,0.41,1.0,0.88,0.0,0.0,0.0,0.0,Decision - Unanimous,3 Rnd (5-5-5),Osiris Maia,2017-03-11,"Fortaleza, Ceara, Brazil",Welterweight Bout,Sergio Moraes,182.88,77.11,182.88,2,167.64,70.31,177.8,2,34,30,0,5,0,2,3,0,1137,410,143,54,106,13,1094
1076,Rani Yahya,Joe Soto,0,0,0.27,0.47,0.29,0.56,0.09,1.0,0,2,1,6,0,0,0.22,0.46,0.65,0.67,1.0,1.0,0.44,0.75,0.0,0.94,Decision - Unanimous,3 Rnd (5-5-5),Camila Albuquerque,2017-03-11,"Fortaleza, Ceara, Brazil",Bantamweight Bout,Joe Soto,167.64,61.23,170.18,2,167.64,61.23,165.1,2,32,29,2,8,3,3,3,1,1020,807,22,54,0,13,568
1077,Michel Prazeres,Joshua Burkman,0,0,0.7,1.0,0.76,1.0,0.66,0.0,1,0,2,0,0,0,0.71,0.0,0.0,0.0,0.0,1.0,0.63,0.0,1.0,0.0,Submission,3 Rnd (5-5-5),John McCarthy,2017-03-11,"Fortaleza, Ceara, Brazil",Lightweight Bout,Michel Prazeres,167.64,77.11,170.18,2,177.8,77.11,182.88,2,35,36,6,5,10,2,4,0,876,894,85,54,6,13,841
1078,Rony Jason,Jeremy Kennedy,1,0,0.5,0.62,0.82,0.73,0.0,0.88,0,0,1,1,0,0,0.47,0.62,0.6,0.5,1.0,1.0,0.0,0.5,0.7,0.89,Decision - Unanimous,3 Rnd (5-5-5),Camila Albuquerque,2017-03-11,"Fortaleza, Ceara, Brazil",Featherweight Bout,Jeremy Kennedy,170.18,65.77,177.8,2,180.34,65.77,180.34,2,32,24,1,4,0,4,3,1,1077,751,22,54,2,13,533
1080,Tyron Woodley,Stephen Thompson,1,0,0.43,0.36,0.5,0.42,0.5,0.0,0,0,1,0,0,0,0.31,0.26,0.67,0.71,1.0,0.86,0.42,0.5,0.9,0.0,Decision - Majority,5 Rnd (5-5-5-5-5),John McCarthy,2017-03-04,"Las Vegas, Nevada, USA",UFC Welterweight Title Bout,Tyron Woodley,175.26,77.11,187.96,2,182.88,77.11,190.5,2,34,34,8,6,2,3,7,0,1245,1550,85,73,44,15,1197
1081,Lando Vannata,David Teymur,0,0,0.53,0.46,0.55,0.48,1.0,0.28,0,0,0,0,0,0,0.4,0.35,0.62,0.62,0.89,0.85,0.64,0.63,0.0,0.0,Decision - Unanimous,3 Rnd (5-5-5),Herb Dean,2017-03-04,"Las Vegas, Nevada, USA",Lightweight Bout,David Teymur,175.26,70.31,180.34,2,175.26,70.31,185.42,4,24,27,2,1,0,1,3,1,745,425,63,73,6,13,293
1082,Rashad Evans,Daniel Kelly,0,0,0.38,0.38,0.41,0.43,0.25,0.0,0,0,0,0,0,0,0.34,0.36,0.83,0.5,0.0,1.0,0.67,0.67,0.0,0.0,Decision - Split,3 Rnd (5-5-5),John McCarthy,2017-03-04,"Las Vegas, Nevada, USA",Middleweight Bout,Daniel Kelly,182.88,92.99,190.5,2,182.88,83.91,177.8,4,37,39,5,14,1,6,5,1,1025,376,85,73,7,13,260
1083,Amanda Cooper,Cynthia Calvillo,0,0,0.25,0.5,0.28,0.52,0.0,1.0,0,3,0,2,0,0,0.22,0.2,1.0,0.86,0.0,1.0,0.0,0.0,0.0,0.0,Submission,3 Rnd (5-5-5),Herb Dean,2017-03-04,"Las Vegas, Nevada, USA",Women's Strawweight Bout,Cynthia Calvillo,160.02,52.16,162.56,3,162.56,52.16,162.56,2,25,29,0,1,0,1,4,1,57,346,63,73,110,13,240
1084,Alistair Overeem,Mark Hunt,1,0,0.78,0.41,0.78,0.46,0.0,0.0,0,0,0,0,0,0,0.55,0.31,0.86,0.83,0.93,0.67,0.92,0.82,0.0,0.0,KO/TKO,3 Rnd (5-5-5),Marc Goddard,2017-03-04,"Las Vegas, Nevada, USA",Heavyweight Bout,Alistair Overeem,193.04,120.2,203.2,2,177.8,120.2,182.88,2,36,42,7,6,6,4,1,0,51,1107,115,73,4,13,49
1085,Marcin Tybura,Luis Henrique,0,0,0.75,0.56,0.83,0.76,0.5,0.27,0,1,3,1,0,0,0.72,0.41,1.0,1.0,0.0,0.67,0.95,0.76,0.95,0.0,KO/TKO,3 Rnd (5-5-5),Herb Dean,2017-03-04,"Las Vegas, Nevada, USA",Heavyweight Bout,Marcin Tybura,190.5,112.94,198.12,2,187.96,110.22,187.96,2,31,23,2,1,1,1,1,0,806,1041,63,73,4,13,768
1086,Mirsad Bektic,Darren Elkins,0,1,0.61,0.47,0.74,0.66,0.4,0.0,0,1,8,0,0,1,0.6,0.31,0.8,1.0,0.5,1.0,0.88,0.91,0.86,1.0,KO/TKO,3 Rnd (5-5-5),Chris Tognoni,2017-03-04,"Las Vegas, Nevada, USA",Featherweight Bout,Darren Elkins,172.72,65.77,177.8,2,177.8,65.77,180.34,2,26,32,11,4,4,0,1,1,907,398,28,73,2,13,275
1087,Iuri Alcantara,Luke Sanders,0,0,0.3,0.7,0.34,0.74,0.5,0.5,1,0,0,0,0,0,0.2,0.71,0.5,0.57,1.0,0.0,1.0,0.67,1.0,0.93,Submission,3 Rnd (5-5-5),Marc Goddard,2017-03-04,"Las Vegas, Nevada, USA",Bantamweight Bout,Iuri Alcantara,175.26,61.23,180.34,4,167.64,61.23,170.18,4,36,31,1,8,0,5,4,0,493,1052,115,73,0,13,479
1088,Mark Godbeer,Daniel Spitz,0,0,0.55,0.37,0.57,0.46,0.0,0.5,0,0,0,0,0,0,0.45,0.29,0.72,0.81,0.81,0.71,0.72,0.62,0.0,0.0,Decision - Unanimous,3 Rnd (5-5-5),Chris Tognoni,2017-03-04,"Las Vegas, Nevada, USA",Heavyweight Bout,Mark Godbeer,193.04,108.86,195.58,2,200.66,111.13,208.28,2,33,26,0,0,0,1,3,0,824,381,28,73,4,13,785
1089,Tyson Pedro,Paul Craig,1,0,0.65,0.5,0.74,0.62,0.0,0.0,0,0,1,0,0,0,0.64,0.15,0.75,0.88,0.67,1.0,0.53,1.0,1.0,0.0,KO/TKO,3 Rnd (5-5-5),Marc Goddard,2017-03-04,"Las Vegas, Nevada, USA",Light Heavyweight Bout,Tyson Pedro,190.5,92.99,200.66,2,190.5,92.99,193.04,2,25,29,1,1,0,0,1,0,1248,1293,115,73,5,13,1200
1090,Albert Morales,Andre Soukhamthath,0,0,0.42,0.39,0.46,0.49,0.33,0.0,0,0,1,2,0,0,0.33,0.31,1.0,0.56,0.74,0.7,0.75,0.67,1.0,1.0,Decision - Split,3 Rnd (5-5-5),Chris Tognoni,2017-03-04,"Las Vegas, Nevada, USA",Bantamweight Bout,Albert Morales,175.26,61.23,182.88,2,175.26,61.23,177.8,2,25,28,0,0,0,2,5,0,20,90,28,73,0,13,20
1091,Derrick Lewis,Travis Browne,1,0,0.54,0.44,0.55,0.47,0.0,0.0,0,0,1,0,0,0,0.55,0.0,0.0,0.52,1.0,0.9,1.0,0.0,0.85,0.0,KO/TKO,5 Rnd (5-5-5-5-5),Mario Yamasaki,2017-02-19,"Halifax, Nova Scotia, Canada",Heavyweight Bout,Derrick Lewis,190.5,117.93,200.66,2,198.12,115.67,200.66,2,32,34,9,8,6,2,1,0,322,1651,121,61,4,15,303
1092,Johny Hendricks,Hector Lombard,0,0,0.37,0.35,0.45,0.39,0.0,0.22,0,0,0,0,0,0,0.29,0.28,0.7,0.53,0.8,0.88,0.87,0.8,0.0,0.0,Decision - Unanimous,3 Rnd (5-5-5),Brad Jardine,2017-02-19,"Halifax, Nova Scotia, Canada",Middleweight Bout,Johny Hendricks,175.26,83.91,175.26,4,175.26,83.91,180.34,4,33,39,3,12,5,6,3,0,615,630,17,61,7,13,590
1093,Sam Sicilia,Gavin Tucker,0,0,0.11,0.33,0.11,0.36,0.0,1.0,0,0,0,0,0,0,0.11,0.21,0.0,0.48,0.5,1.0,0.33,0.5,0.0,0.0,Decision - Unanimous,3 Rnd (5-5-5),Cyril Desjardins,2017-02-19,"Halifax, Nova Scotia, Canada",Featherweight Bout,Gavin Tucker,172.72,65.77,170.18,2,167.64,65.77,167.64,4,31,30,0,5,0,6,3,1,1112,580,29,61,2,13,407
1094,Elias Theodorou,Cezar Ferreira,0,0,0.32,0.28,0.45,0.29,0.25,0.5,0,2,0,2,2,0,0.23,0.15,0.5,0.5,0.6,0.67,1.0,0.0,0.78,0.0,Decision - Unanimous,3 Rnd (5-5-5),Keith Peterson,2017-02-19,"Halifax, Nova Scotia, Canada",Middleweight Bout,Elias Theodorou,185.42,83.91,190.5,2,185.42,83.91,198.12,4,28,32,7,4,3,1,3,0,371,249,95,61,7,13,352
1095,Sara McMann,Gina Mazany,0,0,0.5,0.0,0.5,0.0,1.0,0.0,1,0,2,0,0,0,0.46,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,Submission,3 Rnd (5-5-5),Mario Yamasaki,2017-02-19,"Halifax, Nova Scotia, Canada",Women's Bantamweight Bout,Sara McMann,167.64,61.23,167.64,2,167.64,61.23,172.72,4,36,28,0,4,0,3,4,0,1116,602,121,61,107,13,1072
1096,Paul Felder,Alessandro Ricci,1,0,0.32,0.35,0.32,0.36,0.0,0.0,0,0,0,0,0,0,0.25,0.29,0.57,0.3,0.71,0.75,0.0,0.0,0.0,0.0,KO/TKO,3 Rnd (5-5-5),Brad Jardine,2017-02-19,"Halifax, Nova Scotia, Canada",Lightweight Bout,Paul Felder,180.34,70.31,177.8,2,180.34,70.31,175.26,2,32,34,0,4,1,3,1,0,981,35,17,61,6,13,942
1097,Nordine Taleb,Santiago Ponzinibbio,0,1,0.39,0.3,0.44,0.36,0.0,0.0,0,0,0,2,0,0,0.22,0.27,0.35,0.56,0.81,1.0,0.0,0.0,0.0,0.45,Decision - Unanimous,3 Rnd (5-5-5),Cyril Desjardins,2017-02-19,"Halifax, Nova Scotia, Canada",Welterweight Bout,Santiago Ponzinibbio,185.42,77.11,187.96,2,182.88,77.11,185.42,2,35,30,5,4,2,1,3,1,952,1477,29,61,106,13,1070
1100,Jack Marshman,Thiago Santos,1,1,0.13,0.38,0.22,0.42,0.0,0.5,0,0,0,0,0,0,0.14,0.28,0.0,0.33,0.0,1.0,0.25,1.0,0.0,0.53,KO/TKO,3 Rnd (5-5-5),Brad Jardine,2017-02-19,"Halifax, Nova Scotia, Canada",Middleweight Bout,Thiago Santos,182.88,83.91,185.42,2,187.96,92.99,193.04,2,27,33,5,1,4,0,1,1,501,1603,17,61,7,13,1159
1101,Gerald Meerschaert,Ryan Janes,0,0,0.5,0.37,0.56,0.62,0.0,1.0,1,0,0,1,0,0,0.4,0.38,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Submission,3 Rnd (5-5-5),Keith Peterson,2017-02-19,"Halifax, Nova Scotia, Canada",Middleweight Bout,Gerald Meerschaert,185.42,83.91,195.58,4,190.5,83.91,193.04,2,29,35,1,1,0,0,4,0,433,1454,95,61,7,13,417
1102,Holly Holm,Germaine de Randamie,0,0,0.42,0.53,0.52,0.65,0.0,0.0,0,0,0,0,0,0,0.18,0.32,0.57,0.85,0.83,0.82,0.76,0.86,0.0,0.0,Decision - Unanimous,5 Rnd (5-5-5-5-5),Todd Ronald Anderson,2017-02-11,"Brooklyn, New York, USA",UFC Women's Featherweight Title Bout,Germaine de Randamie,172.72,65.77,175.26,4,175.26,61.23,180.34,2,35,32,3,3,1,2,3,1,472,591,175,28,46,15,420
1103,Anderson Silva,Derek Brunson,0,0,0.55,0.53,0.61,0.64,0.0,0.2,0,0,0,0,0,0,0.5,0.45,0.68,1.0,0.67,0.81,0.67,0.63,1.0,0.67,Decision - Unanimous,3 Rnd (5-5-5),Yves Lavigne,2017-02-11,"Brooklyn, New York, USA",Middleweight Bout,Anderson Silva,187.96,83.91,195.58,4,185.42,83.91,195.58,4,41,33,7,16,2,5,3,0,62,437,189,28,7,13,60
1104,Jacare Souza,Tim Boetsch,0,0,0.38,0.6,0.5,0.67,0.5,0.0,1,0,2,0,0,0,0.38,0.33,0.4,0.0,0.0,1.0,0.33,0.0,1.0,0.0,Submission,3 Rnd (5-5-5),Dan Miragliotta,2017-02-11,"Brooklyn, New York, USA",Middleweight Bout,Jacare Souza,185.42,83.91,182.88,2,182.88,83.91,187.96,2,37,36,11,6,9,1,4,0,499,1612,31,28,7,13,484
1105,Glover Teixeira,Jared Cannonier,0,0,0.45,0.45,0.63,0.61,1.0,0.0,1,0,11,0,0,0,0.4,0.43,0.8,1.0,1.0,1.0,1.0,0.5,0.56,1.0,Decision - Unanimous,3 Rnd (5-5-5),Kevin MacDonald,2017-02-11,"Brooklyn, New York, USA",Light Heavyweight Bout,Glover Teixeira,187.96,92.99,193.04,2,180.34,83.91,195.58,3,37,32,2,8,1,3,3,0,446,708,98,28,5,13,430
1106,Dustin Poirier,Jim Miller,0,0,0.44,0.52,0.5,0.55,1.0,0.16,0,3,1,1,1,0,0.42,0.37,0.71,1.0,0.5,0.88,0.62,0.87,0.4,1.0,Decision - Majority,3 Rnd (5-5-5),Todd Ronald Anderson,2017-02-11,"Brooklyn, New York, USA",Lightweight Bout,Dustin Poirier,175.26,70.31,182.88,4,172.72,70.31,180.34,4,28,33,17,12,8,4,7,0,353,775,175,28,6,13,336
1107,Randy Brown,Belal Muhammad,0,0,0.35,0.46,0.41,0.57,0.0,0.4,0,0,0,2,1,0,0.32,0.23,0.58,0.71,0.45,0.91,1.0,0.0,0.5,0.5,Decision - Unanimous,3 Rnd (5-5-5),Yves Lavigne,2017-02-11,"Brooklyn, New York, USA",Welterweight Bout,Belal Muhammad,190.5,77.11,198.12,2,180.34,77.11,182.88,2,26,28,1,3,2,1,3,1,1018,154,189,28,106,13,106
1108,Wilson Reis,Ulka Sasaki,0,0,0.4,0.32,0.49,0.48,0.66,0.0,2,0,6,2,0,2,0.29,0.28,0.62,0.62,0.91,0.33,0.5,0.5,0.78,0.7,Decision - Unanimous,3 Rnd (5-5-5),Dan Miragliotta,2017-02-11,"Brooklyn, New York, USA",Flyweight Bout,Wilson Reis,162.56,56.7,165.1,4,177.8,56.7,180.34,4,32,27,2,5,2,2,3,0,1285,1665,31,28,3,13,1234
1109,Nik Lentz,Islam Makhachev,0,0,0.37,0.74,0.57,0.77,0.0,1.0,1,0,0,12,0,0,0.16,0.71,0.64,1.0,0.6,0.0,0.71,0.0,1.0,0.94,Decision - Unanimous,3 Rnd (5-5-5),Kevin MacDonald,2017-02-11,"Brooklyn, New York, USA",Lightweight Bout,Islam Makhachev,172.72,70.31,172.72,2,177.8,70.31,177.8,2,32,25,2,11,1,6,3,1,945,666,98,28,6,13,475
1110,Rick Glenn,Phillipe Nover,0,0,0.45,0.49,0.49,0.65,0.0,0.0,0,0,0,0,0,0,0.27,0.47,0.69,0.54,0.81,1.0,0.88,0.68,0.0,0.0,Decision - Split,3 Rnd (5-5-5),Yves Lavigne,2017-02-11,"Brooklyn, New York, USA",Featherweight Bout,Rick Glenn,182.88,65.77,177.8,4,175.26,65.77,182.88,2,27,33,1,0,5,1,5,0,1048,1323,189,28,2,13,1010
1111,Ryan LaFlare,Roan Carneiro,1,0,0.31,0.38,0.44,0.45,0.25,0.0,0,0,2,2,0,0,0.21,0.29,0.56,0.5,0.67,1.0,0.62,1.0,0.47,0.86,Decision - Unanimous,3 Rnd (5-5-5),Dan Miragliotta,2017-02-11,"Brooklyn, New York, USA",Welterweight Bout,Ryan LaFlare,185.42,77.11,187.96,4,180.34,77.11,187.96,2,33,38,4,5,4,1,3,0,1100,1389,31,28,106,13,1059
1112,Dennis Bermudez,Chan Sung Jung,0,1,0.58,0.48,0.63,0.51,0.0,0.0,0,0,0,0,0,0,0.46,0.5,0.86,0.5,1.0,0.0,0.75,1.0,0.0,1.0,KO/TKO,5 Rnd (5-5-5-5-5),Herb Dean,2017-02-04,"Houston, Texas, USA",Featherweight Bout,Chan Sung Jung,167.64,70.31,167.64,2,170.18,65.77,182.88,2,30,29,3,9,1,3,1,1,318,255,63,65,2,15,173
1113,Alexa Grasso,Felice Herrig,0,0,0.38,0.24,0.41,0.26,0.0,0.5,1,0,0,2,0,0,0.28,0.19,0.59,0.46,0.77,0.25,1.0,0.83,0.0,0.6,Decision - Unanimous,3 Rnd (5-5-5),Jacob Montalvo,2017-02-04,"Houston, Texas, USA",Women's Strawweight Bout,Felice Herrig,165.1,52.16,167.64,2,162.56,52.16,165.1,2,23,32,2,1,1,0,3,1,40,543,65,65,110,13,378
1114,Abel Trujillo,James Vick,0,0,0.33,0.37,0.39,0.41,0.2,0.5,0,3,0,2,0,0,0.3,0.25,0.5,0.67,1.0,1.0,0.0,1.0,0.0,1.0,Submission,3 Rnd (5-5-5),Kerry Hatley,2017-02-04,"Houston, Texas, USA",Lightweight Bout,James Vick,172.72,70.31,177.8,2,190.5,70.31,193.04,2,33,29,5,6,1,3,4,1,5,702,96,65,6,13,504
1115,Ovince Saint Preux,Volkan Oezdemir,0,0,0.4,0.45,0.41,0.5,0.0,0.0,0,0,0,0,0,0,0.37,0.37,0.62,0.68,0.0,0.74,0.58,0.69,0.0,0.0,Decision - Split,3 Rnd (5-5-5),Chris Reed,2017-02-04,"Houston, Texas, USA",Light Heavyweight Bout,Volkan Oezdemir,190.5,92.99,203.2,4,187.96,92.99,190.5,2,33,27,0,7,0,4,5,1,963,1693,27,65,5,13,1221
1116,Anthony Hamilton,Marcel Fortuna,0,1,0.37,0.5,0.43,0.53,0.0,0.0,0,0,0,0,0,0,0.24,0.44,0.67,1.0,0.0,0.5,0.71,1.0,0.0,0.0,KO/TKO,3 Rnd (5-5-5),Herb Dean,2017-02-04,"Houston, Texas, USA",Heavyweight Bout,Marcel Fortuna,195.58,117.93,193.04,2,185.42,92.99,187.96,2,36,31,0,3,0,4,1,1,79,1073,63,65,4,13,764
1117,Jessica Andrade,Angela Hill,0,1,0.4,0.42,0.43,0.45,0.66,0.0,0,0,0,0,0,0,0.35,0.38,0.6,0.56,0.8,0.8,0.5,0.53,0.0,0.57,Decision - Unanimous,3 Rnd (5-5-5),Jacob Montalvo,2017-02-04,"Houston, Texas, USA",Women's Strawweight Bout,Jessica Andrade,154.94,52.16,157.48,2,160.02,52.16,162.56,2,25,32,1,6,2,3,3,0,563,103,65,65,110,13,542
1119,Chas Skelly,Chris Gruetzemacher,0,0,0.4,0.65,0.48,0.78,0.66,0.0,1,0,2,0,0,0,0.4,0.52,0.5,0.83,0.0,1.0,0.5,1.0,0.5,0.92,Submission,3 Rnd (5-5-5),Chris Reed,2017-02-04,"Houston, Texas, USA",Featherweight Bout,Chas Skelly,180.34,65.77,182.88,2,172.72,70.31,172.72,2,31,30,1,5,0,2,4,0,193,281,27,65,2,13,180
1120,Ricardo Ramos,Michinori Tanaka,1,0,0.51,0.38,0.56,0.5,0.0,0.25,1,0,3,1,0,0,0.42,0.19,0.7,1.0,1.0,0.82,0.82,0.5,0.55,0.2,Decision - Unanimous,3 Rnd (5-5-5),Herb Dean,2017-02-04,"Houston, Texas, USA",Bantamweight Bout,Ricardo Ramos,175.26,61.23,182.88,2,165.1,61.23,170.18,2,21,26,2,0,2,0,3,0,1040,1173,63,65,0,13,1002
1121,Tecia Torres,Bec Rawlings,0,0,0.42,0.24,0.48,0.26,0.5,0.5,0,0,2,0,0,0,0.31,0.17,0.78,0.54,0.81,0.67,1.0,0.38,0.33,0.5,Decision - Unanimous,3 Rnd (5-5-5),Jacob Montalvo,2017-02-04,"Houston, Texas, USA",Women's Strawweight Bout,Tecia Torres,154.94,52.16,152.4,2,167.64,56.7,162.56,2,27,27,2,3,2,1,3,0,1194,153,65,65,110,13,1149
1123,Daniel Jolly,Khalil Rountree Jr.,0,1,0.0,1.0,0.0,0.83,0.0,0.0,0,0,0,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,KO/TKO,3 Rnd (5-5-5),Chris Reed,2017-02-04,"Houston, Texas, USA",Light Heavyweight Bout,Khalil Rountree Jr.,185.42,92.99,190.5,2,185.42,92.99,193.04,4,32,26,0,0,2,1,1,1,278,975,27,65,5,13,690
1125,Donald Cerrone,Jorge Masvidal,0,2,0.46,0.56,0.46,0.57,0.0,0.0,0,0,0,0,0,0,0.23,0.51,1.0,0.68,0.87,0.83,0.0,0.82,0.0,0.67,KO/TKO,3 Rnd (5-5-5),Herb Dean,2017-01-28,"Denver, Colorado, USA",Welterweight Bout,Jorge Masvidal,185.42,70.31,185.42,2,180.34,77.11,187.96,2,33,32,8,19,4,4,1,1,338,866,63,44,106,13,609
1126,Andrei Arlovski,Francis Ngannou,0,1,0.33,0.61,0.33,0.57,0.0,0.0,0,0,0,0,0,0,0.2,0.62,0.0,0.0,0.67,0.0,0.0,0.0,0.0,1.0,KO/TKO,3 Rnd (5-5-5),Adam Martinez,2017-01-28,"Denver, Colorado, USA",Heavyweight Bout,Francis Ngannou,190.5,108.86,195.58,2,193.04,113.4,210.82,2,37,30,4,14,0,7,1,1,68,556,1,44,4,13,386
1127,Alex Caceres,Jason Knight,0,0,0.46,0.32,0.47,0.41,0.0,0.5,0,4,0,2,0,0,0.35,0.28,0.56,0.25,0.89,0.62,0.0,0.0,0.0,0.82,Submission,3 Rnd (5-5-5),Tom Johnson,2017-01-28,"Denver, Colorado, USA",Featherweight Bout,Jason Knight,177.8,65.77,185.42,4,177.8,65.77,180.34,2,28,24,2,7,1,8,4,1,29,726,176,44,2,13,520
1128,Nate Marquardt,Sam Alvey,0,0,0.43,0.42,0.58,0.47,0.5,0.0,0,0,1,0,0,0,0.32,0.35,0.5,0.71,0.8,0.73,0.5,0.5,0.0,1.0,Decision - Unanimous,3 Rnd (5-5-5),Herb Dean,2017-01-28,"Denver, Colorado, USA",Middleweight Bout,Sam Alvey,182.88,83.91,187.96,2,187.96,92.99,190.5,4,37,30,6,13,3,9,3,1,928,1470,63,44,7,13,1065
1129,Raphael Assuncao,Aljamain Sterling,0,0,0.38,0.3,0.39,0.3,0.0,0.0,0,0,0,0,0,0,0.17,0.16,0.57,0.43,0.78,0.64,0.0,0.0,0.0,0.0,Decision - Split,3 Rnd (5-5-5),Tim Mills,2017-01-28,"Denver, Colorado, USA",Bantamweight Bout,Raphael Assuncao,165.1,61.23,167.64,2,170.18,61.23,180.34,2,34,27,4,7,1,2,5,0,1022,69,172,44,0,13,984
1130,Bobby Nash,Li Jingliang,1,1,0.36,0.49,0.46,0.53,0.25,0.0,2,0,1,1,0,0,0.28,0.37,1.0,1.0,0.79,0.93,0.65,0.5,0.5,1.0,KO/TKO,3 Rnd (5-5-5),Adam Martinez,2017-01-28,"Denver, Colorado, USA",Welterweight Bout,Li Jingliang,182.88,77.11,187.96,2,182.88,77.11,180.34,2,26,28,3,0,2,0,1,1,128,1025,1,44,106,13,723
1131,Henrique da Silva,Jordan Johnson,0,0,0.51,0.58,0.57,0.65,0.0,0.8,0,2,0,5,0,0,0.33,0.56,0.89,1.0,0.71,1.0,0.5,1.0,0.5,0.81,Decision - Unanimous,3 Rnd (5-5-5),Tom Johnson,2017-01-28,"Denver, Colorado, USA",Light Heavyweight Bout,Jordan Johnson,190.5,92.99,193.04,2,187.96,92.99,200.66,2,27,28,0,2,0,1,3,1,466,860,176,44,5,13,605
1132,Eric Spicely,Alessio Di Chirico,0,0,0.33,0.5,0.71,0.5,0.33,0.0,1,0,0,0,0,0,0.33,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Submission,3 Rnd (5-5-5),Tim Mills,2017-01-28,"Denver, Colorado, USA",Middleweight Bout,Eric Spicely,185.42,83.91,185.42,2,182.88,83.91,187.96,2,30,27,1,1,1,1,4,0,383,36,172,44,7,13,363
1133,Marcos Rogerio de Lima,Jeremy Kimball,0,0,0.48,0.29,0.48,0.29,0.0,0.0,0,0,0,0,0,0,0.35,0.21,0.67,1.0,0.8,0.5,0.0,0.0,0.71,0.0,KO/TKO,3 Rnd (5-5-5),Adam Martinez,2017-01-28,"Denver, Colorado, USA",Light Heavyweight Bout,Marcos Rogerio de Lima,185.42,114.76,190.5,2,182.88,92.99,182.88,3,31,26,0,3,0,2,1,0,811,752,1,44,5,13,772
1134,Alexandre Pantoja,Eric Shelton,0,0,0.37,0.34,0.5,0.41,0.33,0.33,2,0,2,0,0,0,0.33,0.34,0.6,0.33,0.57,0.0,0.75,0.0,0.67,0.75,Decision - Split,3 Rnd (5-5-5),Tom Johnson,2017-01-28,"Denver, Colorado, USA",Flyweight Bout,Alexandre Pantoja,165.1,56.7,170.18,2,167.64,56.7,172.72,2,26,25,0,0,0,0,5,0,47,521,176,44,3,13,46
1135,Jason Gonzalez,JC Cottrell,0,0,0.22,0.16,0.22,0.53,0.0,1.0,1,0,0,3,0,0,0.2,0.17,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Submission,3 Rnd (5-5-5),Tim Mills,2017-01-28,"Denver, Colorado, USA",Lightweight Bout,Jason Gonzalez,187.96,70.31,187.96,4,175.26,70.31,180.34,2,26,27,0,0,1,1,4,0,536,675,172,44,6,13,518
1137,Joe Lauzon,Marcin Held,0,0,0.32,0.29,0.51,0.36,0.5,1.0,1,0,0,4,0,0,0.29,0.29,0.75,0.4,0.0,0.33,0.8,0.33,0.0,0.0,Decision - Split,3 Rnd (5-5-5),Herb Dean,2017-01-15,"Phoenix, Arizona, USA",Lightweight Bout,Joe Lauzon,177.8,70.31,180.34,2,175.26,70.31,180.34,2,32,24,0,13,1,9,5,0,587,1077,63,110,6,13,563
1138,Court McGee,Ben Saunders,0,0,0.31,0.35,0.39,0.41,0.33,0.0,0,0,2,0,0,0,0.21,0.23,0.32,0.66,0.81,0.5,0.38,0.4,0.5,0.0,Decision - Unanimous,3 Rnd (5-5-5),John McCarthy,2017-01-15,"Phoenix, Arizona, USA",Welterweight Bout,Ben Saunders,180.34,77.11,190.5,2,187.96,77.11,195.58,2,32,33,7,7,4,4,3,1,248,158,85,110,106,13,111
